timestamp, ip, received, sent
1725630925636, /0:0:0:0:0:0:0:1:54814, 010e0a03dd290e8ee47db04ef24a60031386bab93cd2ab0ea4eab80048f140ca1300, {    "its_header":{        "protocolVersion":1,        "messageId":14,        "stationId":168025385    },    "payload":{        "managementContainer":{            "referenceTime":4001720434688,            "referencePosition":{                "latitude":681861888,                "longitude":-148437673,                "positionConfidenceEllipse":{                    "semiMajorConfidence":633,                    "semiMinorConfidence":2645,                    "semiMajorOrientation":1565                },                "altitude":{                    "altitudeValue":202423,                    "altitudeConfidence":0                }            }        },        "cpmContainers":[            {                "originatingVehicleContainer":{                    "orientationAngle":{                        "value":2289,                        "confidence":33                    },                    "pitchAngle":{                        "value":1616,                        "confidence":77                    }                }            }        ]    }}, API
